ticker,as_of,sector,industry,market_cap,pe,forward_pe,peg,ps,pb,pfcf,roe,roa,roi,gross_margin,oper_margin,net_margin,eps_growth,eps_growth_next_y,eps_growth_5y,eps_growth_past5y,sales_growth,debt_equity,lt_debt_equity,current_ratio,quick_ratio,dividend_yield,insider_own,inst_own,short_float,promoter_holding,pledged_pct
DXCM,2026-08-22,Healthcare,Medical Devices,34850000000.0,36.45,29.59,1.4,7.01,13.29,24.8,38.49,14.510000000000002,25.0,63.57000000000001,22.92,20.12,27.64,16.98,21.18,10.55,19.33,0.53,0.53,1.73,1.43,,1.81,104.98,4.73,,
DXPE,2026-08-22,Industrials,Industrial Distribution,2950000000.0,33.53,24.84,1.42,1.38,5.46,24.88,18.47,5.86,6.6,31.759999999999998,8.93,4.35,19.19,18.58,17.44,,14.94,1.66,1.61,2.99,2.58,,17.11,76.06,3.05,,
DY,2026-08-22,Industrials,Engineering & Construction,11800000000.0,37.38,19.68,0.74,1.89,6.22,26.8,19.7,6.709999999999999,6.43,15.299999999999999,8.03,4.98,39.14,19.86,26.42,54.95,11.63,1.58,1.56,2.58,2.46,,1.28,93.85,4.86,,
EAT,2026-08-22,Consumer Cyclical,Restaurants,10280000000.0,22.58,16.95,1.14,1.77,23.4,18.43,119.57,14.800000000000002,23.67,14.88,10.82,8.39,23.09,9.82,14.84,30.94,11.71,3.96,3.64,0.45,0.32,,,113.19,,,
EBAY,2026-08-22,Consumer Cyclical,Internet Retail,46340000000.0,21.56,15.43,1.36,3.83,9.93,17.66,46.44,12.18,22.03,72.59,21.44,18.36,11.22,9.91,11.36,11.61,4.64,1.53,1.16,1.02,1.02,1.18,10.06,96.48,4.34,,
EBC,2026-08-22,Financial,Banks - Regional,5200000000.0,12.89,10.67,,3.48,1.22,13.01,9.44,1.33,7.87,,26.919999999999998,25.21,19.98,13.86,,26.68,12.2,0.12,0.12,0.03,,2.57,7.7,84.96,7.88,,
ECG,2026-08-22,Industrials,Engineering & Construction,6430000000.0,25.34,21.08,1.12,1.51,8.32,25.69,39.52,14.38,23.4,12.94,7.829999999999999,5.96,34.18,12.77,18.81,16.45,16.25,0.47,0.41,1.59,1.53,,0.43,86.44,3.68,,
ECL,2026-08-22,Basic Materials,Specialty Chemicals,78950000000.0,37.78,29.96,2.39,4.69,7.85,42.12,21.85,7.89,9.39,44.24,18.22,12.57,8.3,15.27,12.55,,6.4,1.38,1.24,1.84,1.57,1.04,10.53,83.41,1.23,,
ECPG,2026-08-22,Financial,Credit Services,2150000000.0,7.66,6.92,,1.13,1.99,17.15,30.54,5.61,5.73,70.81,37.77,15.920000000000002,23.9,8.16,,10.31,3.27,3.87,3.87,1.29,1.29,,4.36,106.85,5.06,,
ED,2026-08-22,Utilities,Utilities - Regulated Electric,39190000000.0,17.47,16.4,2.49,2.22,1.39,,8.96,3.0,4.19,61.56,17.98,12.53,7.06,6.25,6.6,11.45,6.69,1.11,1.06,1.27,1.17,3.35,0.18,79.08,3.53,,
EEFT,2026-08-22,Technology,Software - Infrastructure,2620000000.0,11.0,5.81,0.47,0.6,2.13,10.68,22.34,4.42,9.14,20.52,11.55,6.59,11.63,12.41,12.42,,11.32,2.28,1.56,1.37,1.37,,7.02,103.90000000000002,11.63,,
EFC,2026-08-22,Real Estate,REIT - Mortgage,1760000000.0,8.3,6.89,3.92,2.79,1.0,1.85,12.35,1.18,1.48,82.52,81.18,31.120000000000005,12.06,-5.13,1.76,24.76,32.4,9.4,6.73,0.21,0.2,11.45,2.29,53.06000000000001,5.42,,
EFOR,2026-08-22,Technology,Information Technology Services,1340000000.0,16.83,7.63,1.3,0.34,0.74,6.06,4.57,2.15,2.53,26.88,5.7,2.09,-20.4,18.29,5.88,-7.08,2.59,0.83,0.82,2.13,2.13,,4.07,107.45,11.67,,
EFX,2026-08-22,Industrials,Consulting Services,22630000000.0,33.85,18.96,1.12,3.51,5.17,20.48,14.580000000000002,5.79,8.19,44.05,18.53,10.73,11.92,18.67,16.98,4.67,8.04,1.25,0.93,0.6,0.6,1.16,0.8,104.22,5.98,,
EG,2026-08-22,Financial,Insurance - Reinsurance,14190000000.0,7.83,6.17,0.41,0.85,0.93,6.36,12.57,3.4000000000000004,10.06,,14.23,11.27,20.21,12.1,15.08,24.23,12.76,0.23,0.23,0.4,,2.21,25.45,105.07,5.49,,
EGBN,2026-08-22,Financial,Banks - Regional,860870000.0,,11.93,,1.45,0.75,16.28,-3.2799999999999994,-0.38,-3.05,,-9.38,-6.45,135.96,56.41,,,7.99,0.18,0.09,0.17,,0.14,8.18,79.03,9.58,,
EGP,2026-08-22,Real Estate,REIT - Industrial,10810000000.0,35.28,34.46,3.97,14.35,3.02,24.3,8.73,5.69,5.97,44.05,40.54,40.47,22.11,-1.91,8.68,12.06,14.49,0.47,0.43,0.43,0.43,3.18,1.04,103.31000000000002,4.4,,
EHC,2026-08-22,Healthcare,Medical Care Facilities,11870000000.0,19.59,18.02,1.79,1.91,4.58,28.71,24.75,8.48,11.52,21.95,18.0,9.98,12.17,9.24,10.08,14.24,5.03,1.09,1.07,1.19,1.19,0.49,1.01,98.19,3.74,,
EIG,2026-08-22,Financial,Insurance - Specialty,865160000.0,69.14,19.27,0.4,1.03,1.01,43.92,0.78,0.25,0.77,,1.12,0.91,147.32,8.66,47.81,-35.03,3.84,0.15,0.15,0.38,,2.78,2.94,83.29,5.48,,
EIX,2026-08-22,Utilities,Utilities - Regulated Electric,27550000000.0,7.37,10.99,6.62,1.42,1.58,,22.58,4.18,6.94,34.12,29.880000000000003,19.28,-6.35,6.16,1.66,42.36,7.31,2.48,2.17,0.66,0.61,4.89,0.18,97.34,3.84,,
EL,2026-08-22,Consumer Defensive,Household & Personal Products,36880000000.0,204.86,25.87,1.15,2.45,9.69,28.03,4.75,0.9199999999999999,1.5,75.55,11.21,1.21,34.43,18.69,22.56,-42.29,-1.49,2.43,2.19,1.22,0.9,1.56,31.86,65.81,3.23,,
ELAN,2026-08-22,Healthcare,Drug Manufacturers - Specialty & Generic,11980000000.0,,18.93,1.24,2.39,1.82,31.6,-2.98,-1.46,-1.91,44.28,6.63,-3.9599999999999995,20.2,12.06,15.3,18.11,7.57,0.59,0.58,2.05,1.1,,1.01,113.84,7.28,,
ELF,2026-08-22,Consumer Defensive,Household & Personal Products,6020000000.0,103.63,26.66,2.35,3.41,5.14,21.47,6.04,3.16,2.89,69.2,12.0,3.38,15.39,5.87,11.36,29.9,38.76,0.8,0.76,2.55,1.82,,3.54,97.02,14.08,,
ELS,2026-08-22,Real Estate,REIT - Residential,13130000000.0,31.81,29.73,5.01,8.39,7.22,37.04,23.03,6.98,7.92,38.2,34.27,25.69,2.75,6.61,5.93,9.89,7.09,1.88,1.88,0.25,0.25,3.32,1.18,109.4,3.91,,
ELV,2026-08-22,Healthcare,Healthcare Plans,86860000000.0,17.8,13.52,3.45,0.43,1.94,13.81,11.2,4.0,6.57,,3.63,2.47,-10.37,9.16,3.92,6.99,10.32,0.69,0.68,1.52,,1.72,0.24,94.7,2.58,,
EME,2026-08-22,Industrials,Engineering & Construction,34259999999.999996,24.1,20.85,1.18,1.84,8.42,29.24,40.37,15.509999999999998,31.85,19.43,9.6,7.739999999999999,27.36,13.04,17.69,63.69,14.07,0.13,0.11,1.28,1.25,0.2,0.73,97.02,2.28,,
EMN,2026-08-22,Basic Materials,Specialty Chemicals,8470000000.000001,19.3,10.76,0.88,0.95,1.39,15.72,7.41,2.88,4.19,19.97,9.52,4.98,17.48,8.15,12.18,3.21,0.7,0.86,0.73,1.5,0.76,4.56,0.93,95.0,4.65,,
EMR,2026-08-22,Industrials,Specialty Industrial Machinery,87720000000.0,34.36,21.64,2.11,4.71,4.3,25.35,12.809999999999999,6.08,9.06,48.67,20.6,13.84,9.25,10.84,10.25,4.55,1.41,0.68,0.4,0.9,0.66,1.41,0.28,85.19,2.23,,
ENOV,2026-08-22,Healthcare,Medical Devices,1500000000.0,,6.49,0.62,0.65,1.02,23.61,-54.25,-25.03,-39.52,53.339999999999996,3.4099999999999997,-47.9,10.32,10.27,10.43,,-6.05,0.93,0.88,1.98,1.0,,2.44,122.78,15.18,,
ENPH,2026-08-22,Technology,Solar,5100000000.0,38.26,17.29,,3.84,4.32,33.43,13.0,4.4,7.5,62.84,25.629999999999995,10.09,-32.53,11.84,-4.01,6.42,13.72,0.52,0.51,3.45,2.95,,3.05,95.01,17.98,,
ENR,2026-08-22,Industrials,Electrical Equipment & Parts,1470000000.0,18.27,6.35,,0.49,7.24,9.86,42.18,1.81,2.28,38.37,15.689999999999998,2.73,-6.38,2.54,-0.05,48.05,1.47,16.88,16.62,2.07,1.1,5.82,12.98,103.07,12.4,,
ENS,2026-08-22,Industrials,Electrical Equipment & Parts,6840000000.0,20.3,13.2,1.17,1.8,3.5,9.54,18.4,8.74,11.83,30.65,14.540000000000001,9.29,26.59,7.51,11.31,18.33,4.73,0.53,0.51,2.8,1.83,0.59,1.49,103.46,5.9,,
ENSG,2026-08-22,Healthcare,Medical Care Facilities,10460000000.0,28.12,20.99,1.67,1.91,4.28,24.96,16.98,7.090000000000001,8.29,13.96,8.78,6.9,18.63,9.73,12.53,13.84,16.5,0.92,0.87,1.21,1.21,0.15,3.6000000000000005,91.45,2.99,,
ENTG,2026-08-22,Technology,Semiconductor Equipment & Materials,21950000000.0,71.95,28.38,0.91,6.6,5.28,38.16,7.670000000000001,3.62,3.96,39.92,17.09,9.18,42.47,29.19,31.32,-6.49,11.45,0.86,0.86,3.05,1.85,0.22,0.59,109.01,5.8,,
ENVA,2026-08-22,Financial,Credit Services,6050000000.0,18.01,11.27,0.41,1.76,4.04,3.1,26.08,5.49,5.43,,24.14,10.31,33.8,24.32,27.43,-0.31,23.8,3.37,3.37,20.2,20.2,,5.18,96.08,8.78,,
EOG,2026-08-22,Energy,Oil & Gas E&P,80280000000.0,11.91,10.58,0.77,3.01,2.52,12.12,22.51,13.61,17.29,43.24,35.12,25.75,64.13,-13.25,13.66,,17.92,0.26,0.25,1.85,1.68,2.7,0.22999999999999998,98.35,3.1,,
EPAC,2026-08-22,Industrials,Specialty Industrial Machinery,1900000000.0,21.05,18.08,2.4,3.0,4.49,16.96,21.64,11.38,15.58,49.05,21.76,14.719999999999999,3.04,10.46,7.52,169.38,4.57,0.44,0.41,2.67,2.04,0.11,1.6399999999999997,100.27,3.28,,
EPAM,2026-08-22,Technology,Information Technology Services,5690000000.0,14.95,7.82,0.81,1.01,1.62,11.79,11.18,8.65,11.06,26.94,9.8,7.15,14.29,7.3,9.68,3.71,15.46,0.04,0.03,2.75,2.75,,3.47,116.45999999999998,16.38,,
EPC,2026-08-22,Consumer Defensive,Household & Personal Products,1320000000.0,,14.2,,0.64,0.9,25.13,-2.87,-1.19,-3.45,41.7,6.460000000000001,-4.55,-23.6,4.53,-6.09,-15.49,2.66,0.88,0.85,1.84,1.12,3.44,1.41,117.96,10.22,,
EPR,2026-08-22,Real Estate,REIT - Specialty,4620000000.0,19.37,19.74,,6.22,2.0,10.49,11.35,4.53,4.51,51.22,36.64,32.18,-6.74,-0.07,-0.74,,11.87,1.53,1.53,7.95,7.95,6.11,2.45,83.56,9.68,,
EPRT,2026-08-22,Real Estate,REIT - Retail,6720000000.0,23.97,22.48,7.14,10.78,1.51,,6.5,3.8900000000000006,3.65,71.46,64.81,42.74,3.32,3.73,3.15,402.11,28.08,0.66,0.66,3.19,3.19,4.13,0.58,117.87,8.34,,
EQH,2026-08-22,Financial,Asset Management,13350000000.0,,5.47,0.23,1.13,,12.52,-508.79,-0.3,-30.32,,-3.26,-8.34,27.15,24.69,23.32,-25.44,-0.54,,,11.62,,2.34,0.6,98.73,2.41,,
EQIX,2026-08-22,Real Estate,REIT - Specialty,105120000000.0,68.56,56.54,3.83,10.72,7.31,,10.77,3.84,4.23,31.69,9.22,15.629999999999999,25.27,9.32,14.77,26.89,8.96,1.62,1.52,1.13,1.13,1.94,0.32,101.4,1.94,,
EQT,2026-08-22,Energy,Oil & Gas E&P,33600000000.0,12.46,13.64,0.66,3.54,1.33,8.93,11.62,6.7,8.8,48.14,42.38,28.610000000000003,36.02,-5.06,20.52,,25.73,0.22,0.22,0.67,0.67,1.23,1.11,96.91,2.94,,
