Symbol,Exchange,ScripCode,Company Name,ISIN Code,Segment,YF
AGNI,NSE,,Agni Green Power Limited,INE0LF301013,NSE Emerge,AGNI.NS
AGUL,NSE,,A G Universal Limited,INE0O6N01012,NSE Emerge,AGUL.NS
AHIMSA,NSE,,Ahimsa Industries Limited,INE136T01014,NSE Emerge,AHIMSA.NS
AILIMITED,NSE,,Abhishek Integrations Limited,INE0CAJ01017,NSE Emerge,AILIMITED.NS
AIMTRON,NSE,,Aimtron Electronics Limited,INE0RUV01018,NSE Emerge,AIMTRON.NS
AISL,NSE,,ANI Integrated Services Limited,INE635Y01015,NSE Emerge,AISL.NS
AKANKSHA,NSE,,Akanksha Power and Infrastructure Limited,INE0PCY01014,NSE Emerge,AKANKSHA.NS
AKIKO,NSE,,Akiko Global Services Limited,INE0PMR01017,NSE Emerge,AKIKO.NS
ALCODIS,NSE,,Alcokraft Distilleries Limited,INE448V01019,NSE Emerge,ALCODIS.NS
ALLETEC,NSE,,All E Technologies Limited,INE0M2X01012,NSE Emerge,ALLETEC.NS
ALPEXSOLAR,NSE,,Alpex Solar Limited,INE0R4701017,NSE Emerge,ALPEXSOLAR.NS
ALUWIND,NSE,,ALUWIND INFRA-TECH LIMITED,INE0STM01017,NSE Emerge,ALUWIND.NS
AMBAAUTO,NSE,,Amba Auto Sales and Services Limited,INE293601014,NSE Emerge,AMBAAUTO.NS
AMBANIORGO,NSE,,AMBANI ORGOCHEM LIMITED,INE00C501018,NSE Emerge,AMBANIORGO.NS
AMCL,NSE,,ANB Metal Cast Limited,INE0VG001016,NSE Emerge,AMCL.NS
AMEYA,NSE,,Ameya Precision Engineers Limited,INE0KT901015,NSE Emerge,AMEYA.NS
AMIABLE,NSE,,Amiable Logistics (India) Limited,INE0MTP01013,NSE Emerge,AMIABLE.NS
ANAWIL,NSE,,Anawil Wire and Engineering Limited,INE1J5V01013,NSE Emerge,ANAWIL.NS
ANLON,NSE,,Anlon Technology Solutions Limited,INE0LR101013,NSE Emerge,ANLON.NS
ANNAPURNA,NSE,,Annapurna Swadisht Limited,INE0MGM01017,NSE Emerge,ANNAPURNA.NS
ANONDITA,NSE,,Anondita Medicare Limited,INE0VTV01012,NSE Emerge,ANONDITA.NS
ANYA,NSE,,Anya Polytech & Fertilizers Limited,INE0SI601032,NSE Emerge,ANYA.NS
APEXECO,NSE,,Apex Ecotech Limited,INE0T4V01015,NSE Emerge,APEXECO.NS
APRAMEYA,NSE,,Aprameya Engineering Limited,INE0LQG01010,NSE Emerge,APRAMEYA.NS
APS,NSE,,Australian Premium Solar (India) Limited,INE0P0001010,NSE Emerge,APS.NS
APSISAERO,NSE,,Apsis Aerocom Limited,INE1OOJ01011,NSE Emerge,APSISAERO.NS
ARABIAN,NSE,,Arabian Petroleum Limited,INE08NJ01024,NSE Emerge,ARABIAN.NS
ARCIIL,NSE,,ARC Insulation & Insulators Limited,INE0YDV01010,NSE Emerge,ARCIIL.NS
ARHAM,NSE,,Arham Technologies Limited,INE0L2Y01011,NSE Emerge,ARHAM.NS
ARIHANTACA,NSE,,Arihant Academy Limited,INE0NCC01015,NSE Emerge,ARIHANTACA.NS
ARISTO,NSE,,Aristo Bio-Tech And Lifescience Limited,INE082101010,NSE Emerge,ARISTO.NS
ARMOUR,NSE,,Armour Security (India) Limited,INE0TZX01019,NSE Emerge,ARMOUR.NS
ARUNAYA,NSE,,Arunaya Organics Limited,INE0TTG01017,NSE Emerge,ARUNAYA.NS
ARVINDPORT,NSE,,ARVIND PORT AND INFRA LIMITED,INE0P4T01013,NSE Emerge,ARVINDPORT.NS
ASCOM,NSE,,Ascom Leasing & Investments Limited,INE08KD01015,NSE Emerge,ASCOM.NS
ASHALOG,NSE,,Ashapura Logistics Limited,INE0LAA01017,NSE Emerge,ASHALOG.NS
ASHWINI,NSE,,Ashwini Container Movers Limited,INE1A6Q01010,NSE Emerge,ASHWINI.NS
ASPIRE,NSE,,Aspire & Innovative Advertising Limited,INE0S7801010,NSE Emerge,ASPIRE.NS
ATCENERGY,NSE,,ATC Energies System Limited,INE0V0Q01019,NSE Emerge,ATCENERGY.NS
ATMASTCO,NSE,,Atmastco Limited,INE05DH01017,NSE Emerge,ATMASTCO.NS
AUROIMPEX,NSE,,Auro Impex  & Chemicals Limited,INE0NUL01018,NSE Emerge,AUROIMPEX.NS
AUSL,NSE,,Aditya Ultra Steel Limited,INE01YQ01013,NSE Emerge,AUSL.NS
AVANA,NSE,,Avana Electrosystems Limited,INE1KU201016,NSE Emerge,AVANA.NS
AVATAR,NSE,,AVATAR Industries Limited,INE617I01024,NSE Emerge,AVATAR.NS
AVIANSH,NSE,,Avi Ansh Textile Limited,INE0TFB01017,NSE Emerge,AVIANSH.NS
AVIENCE,NSE,,Avience Biomedicals Limited,INE0V9I01017,NSE Emerge,AVIENCE.NS
AVPINFRA,NSE,,AVP Infracon Limited,INE0R9401019,NSE Emerge,AVPINFRA.NS
AVSL,NSE,,AVSL Industries Limited,INE522V01011,NSE Emerge,AVSL.NS
BABAFP,NSE,,Baba Food Processing (India) Limited,INE0QW501012,NSE Emerge,BABAFP.NS
BAGDIGITAL,NSE,,B.A.G. Convergence Limited,INE17CQ01015,NSE Emerge,BAGDIGITAL.NS
BAHETI,NSE,,Baheti Recycling Industries Limited,INE029Q01017,NSE Emerge,BAHETI.NS
BALAJIPHOS,NSE,,Balaji Phosphates Limited,INE0PQ601019,NSE Emerge,BALAJIPHOS.NS
BALCO,NSE,,Solve Plastic Products Limited,INE0U0201016,NSE Emerge,BALCO.NS
BARFLEX,NSE,,Barflex Polyfilms Limited,INE0QX401014,NSE Emerge,BARFLEX.NS
BASILIC,NSE,,Basilic Fly Studio Limited,INE0OCC01013,NSE Emerge,BASILIC.NS
BAWEJA,NSE,,Baweja Studios Limited,INE0JFJ01011,NSE Emerge,BAWEJA.NS
BEACON,NSE,,Beacon Trusteeship Limited,INE639X01027,NSE Emerge,BEACON.NS
BEWLTD,NSE,,BEW Engineering Limited,INE0HQI01014,NSE Emerge,BEWLTD.NS
BHADORA,NSE,,Bhadora Industries Limited,INE0ZRC01017,NSE Emerge,BHADORA.NS
BIKEWO,NSE,,Bikewo Green Tech Limited,INE0SQH01013,NSE Emerge,BIKEWO.NS
BIOPOL,NSE,,Biopol Chemicals Limited,INE0XW001014,NSE Emerge,BIOPOL.NS
BIRDYS,NSE,,Grill Splendour Services Limited,INE0PC901019,NSE Emerge,BIRDYS.NS
BLUEPEBBLE,NSE,,Blue Pebble Limited,INE0SAK01011,NSE Emerge,BLUEPEBBLE.NS
BLUEWATER,NSE,,Blue Water Logistics Limited,INE0X3M01010,NSE Emerge,BLUEWATER.NS
BMETRICS,NSE,,Bombay Metrics Supply Chain Limited,INE0I3Y01014,NSE Emerge,BMETRICS.NS
BMLL,NSE,,Bio Medica Laboratories Limited,INE1BKA01015,NSE Emerge,BMLL.NS
BOSS,NSE,,Boss Packaging Solutions Limited,INE0QNI01012,NSE Emerge,BOSS.NS
BRACEPORT,NSE,,Brace Port Logistics Limited,INE0R4Z01018,NSE Emerge,BRACEPORT.NS
BRANDMAN,NSE,,Brandman Retail Limited,INE0XUD01014,NSE Emerge,BRANDMAN.NS
BULKCORP,NSE,,Bulkcorp International Limited,INE0SZ301012,NSE Emerge,BULKCORP.NS
C2C,NSE,,C2C Advanced Systems Limited,INE0U7V01015,NSE Emerge,C2C.NS
CADSYS,NSE,,Cadsys (India) Limited,INE090Y01013,NSE Emerge,CADSYS.NS
CANARYS,NSE,,Canarys Automations Limited,INE0QG301017,NSE Emerge,CANARYS.NS
CBAZAAR,NSE,,Net Avenue Technologies Limited,INE518X01015,NSE Emerge,CBAZAAR.NS
CEDAAR,NSE,,Cedaar Textile Limited,INE11J101017,NSE Emerge,CEDAAR.NS
CELLECOR,NSE,,Cellecor Gadgets Limited,INE0OMO01025,NSE Emerge,CELLECOR.NS
CELLPOINT,NSE,,Cell Point (India) Limited,INE0O0001013,NSE Emerge,CELLPOINT.NS
CGRAPHICS,NSE,,Creative Graphics Solutions India Limited,INE0R7401011,NSE Emerge,CGRAPHICS.NS
CHAMUNDA,NSE,,Chamunda Electrical Limited,INE11HG01018,NSE Emerge,CHAMUNDA.NS
CHANDAN,NSE,,Chandan Healthcare Limited,INE0B2N01016,NSE Emerge,CHANDAN.NS
CHAVDA,NSE,,Chavda Infra Limited,INE0PT101017,NSE Emerge,CHAVDA.NS
CHETANA,NSE,,Chetana Education Limited,INE0U1T01012,NSE Emerge,CHETANA.NS
CKKRETAIL,NSE,,C K K Retail Mart Limited,INE0SMX01019,NSE Emerge,CKKRETAIL.NS
CLASSICEIL,NSE,,Classic Electrodes (India) Limited,INE0UQ601012,NSE Emerge,CLASSICEIL.NS
CLAYCRAFT,NSE,,Clay Craft India Limited,INE1QGM01024,NSE Emerge,CLAYCRAFT.NS
CLSL,NSE,,Crop Life Science Limited,INE00NH01017,NSE Emerge,CLSL.NS
CMNL,NSE,,Chaman Metallics Limited,INE06PV01010,NSE Emerge,CMNL.NS
CMRSL,NSE,,Cyber Media Research & Services Limited,INE075Z01011,NSE Emerge,CMRSL.NS
COMMITTED,NSE,,Committed Cargo Care Limited,INE597Z01014,NSE Emerge,COMMITTED.NS
CONNPLEX,NSE,,Connplex Cinemas Limited,INE0EAS01014,NSE Emerge,CONNPLEX.NS
CONTI,NSE,,Continental Seeds and Chemicals Limited,INE340Z01019,NSE Emerge,CONTI.NS
COOLCAPS,NSE,,Cool Caps Industries Limited,INE0HS001028,NSE Emerge,COOLCAPS.NS
CPS,NSE,,C P S Shapers Limited,INE0QBU01012,NSE Emerge,CPS.NS
CRAYONS,NSE,,Crayons Advertising Limited,INE0OFK01019,NSE Emerge,CRAYONS.NS
CSSL,NSE,,Clear Secured Services Limited,INE1EF801010,NSE Emerge,CSSL.NS
CUDML,NSE,,Cash Ur Drive Marketing Limited,INE0WL201014,NSE Emerge,CUDML.NS
CURIS,NSE,,Curis Lifesciences Limited,INE1BZN01016,NSE Emerge,CURIS.NS
CURRENT,NSE,,Current Infraprojects Limited,INE1CRQ01014,NSE Emerge,CURRENT.NS
DANISH,NSE,,Danish Power Limited,INE0YU901016,NSE Emerge,DANISH.NS
DCCL,NSE,,Dar Credit & Capital Limited,INE04Q901010,NSE Emerge,DCCL.NS
DCG,NSE,,DCG Cables & Wires Limited,INE0S8401018,NSE Emerge,DCG.NS
DECCANTRAN,NSE,,Deccan Transcon Leasing Limited,INE0S7C01019,NSE Emerge,DECCANTRAN.NS
DEEM,NSE,,Deem Roll Tech Limited,INE586O01011,NSE Emerge,DEEM.NS
DELAPLEX,NSE,,Delaplex Limited,INE0SK801018,NSE Emerge,DELAPLEX.NS
DELTIC,NSE,,Delta Autocorp Limited,INE0XRN01019,NSE Emerge,DELTIC.NS
DENEERS,NSE,,De Neers Tools Limited,INE0JWV01011,NSE Emerge,DENEERS.NS
DENTALKART,NSE,,Vasa Denticity Limited,INE0N5801013,NSE Emerge,DENTALKART.NS
DESTINY,NSE,,Destiny Logistics & Infra Limited,INE0IGO01011,NSE Emerge,DESTINY.NS
DHANLAXMI,NSE,,Dhanlaxmi Crop Science Limited,INE0V9V01010,NSE Emerge,DHANLAXMI.NS
DHANSA,NSE,,Dhansa Labs Limited,INE0M3I01029,NSE Emerge,DHANSA.NS
DHARARAIL,NSE,,Dhara Rail Projects Limited,INE2HJL01019,NSE Emerge,DHARARAIL.NS
DHARIWAL,NSE,,Dhariwalcorp Limited,INE0YRN01025,NSE Emerge,DHARIWAL.NS
DHTL,NSE,,Docmode Health Technologies Limited,INE0OGG01015,NSE Emerge,DHTL.NS
DIGIKORE,NSE,,Digikore Studios Limited,INE0QJ901011,NSE Emerge,DIGIKORE.NS
DIRL,NSE,,Dhanuka Infra Realty Limited,INE704V01015,NSE Emerge,DIRL.NS
DIVINEHIRA,NSE,,Divine Hira Jewellers Limited,INE0NA501011,NSE Emerge,DIVINEHIRA.NS
DIVYADHAN,NSE,,Divyadhan Recycling Industries Limited,INE0QYI01019,NSE Emerge,DIVYADHAN.NS
DKEGL,NSE,,D.K. Enterprises Global Limited,INE0GN101014,NSE Emerge,DKEGL.NS
DOLLEX,NSE,,Dollex Agrotech Limited,INE0JHH01011,NSE Emerge,DOLLEX.NS
DPEL,NSE,,Divine Power Energy Limited,INE0SCO01019,NSE Emerge,DPEL.NS
DRONE,NSE,,Drone Destination Limited,INE0P7201019,NSE Emerge,DRONE.NS
DRSCARGO,NSE,,DRS Cargo Movers Limited,INE0QZM01018,NSE Emerge,DRSCARGO.NS
DRSDILIP,NSE,,DRS Dilip Roadlines Limited,INE02CV01017,NSE Emerge,DRSDILIP.NS
DTL,NSE,,Diensten Tech Limited,INE0JRD01019,NSE Emerge,DTL.NS
DUCOL,NSE,,Ducol Organics And Colours Limited,INE0LZO01015,NSE Emerge,DUCOL.NS
DUGLOBAL,NSE,,DUDIGITAL GLOBAL LIMITED,INE0HPK01020,NSE Emerge,DUGLOBAL.NS
DURLAX,NSE,,Durlax Top Surface Limited,INE0OUW01013,NSE Emerge,DURLAX.NS
DYNAMIC,NSE,,Dynamic Services & Security Limited,INE0DZ701010,NSE Emerge,DYNAMIC.NS
E2ERAIL,NSE,,E To E Transportation Infrastructure Limited,INE1CEJ01017,NSE Emerge,E2ERAIL.NS
ECOLINE,NSE,,Ecoline Exim Limited,INE0VBS01016,NSE Emerge,ECOLINE.NS
EEPL,NSE,,Eppeltone Engineers Limited,INE11HF01010,NSE Emerge,EEPL.NS
EFACTOR,NSE,,E Factor Experiences Limited,INE0KFF01017,NSE Emerge,EFACTOR.NS
EFFWA,NSE,,Effwa Infra & Research Limited,INE0U9101019,NSE Emerge,EFFWA.NS
EFORCE,NSE,,Electro Force (India) Limited,INE0Q1W01012,NSE Emerge,EFORCE.NS
ELGNZ,NSE,,Eleganz Interiors Limited,INE0R9101015,NSE Emerge,ELGNZ.NS
EMAPARTNER,NSE,,EMA Partners India Limited,INE0ZOL01023,NSE Emerge,EMAPARTNER.NS
EMKAYTOOLS,NSE,,Emkay Taps and Cutting Tools Limited,INE332S01011,NSE Emerge,EMKAYTOOLS.NS
EMMIL,NSE,,Energy Mission Machineries (India) Limited,INE0S1L01013,NSE Emerge,EMMIL.NS
ENCOMPAS,NSE,,Encompass Design India Limited,INE433T01015,NSE Emerge,ENCOMPAS.NS
ENFUSE,NSE,,Enfuse Solutions Limited,INE0S3X01014,NSE Emerge,ENFUSE.NS
ENSER,NSE,,Enser Communications Limited,INE0R9I01021,NSE Emerge,ENSER.NS
ENVIRO,NSE,,Envirotech Systems Limited,INE0SUH01015,NSE Emerge,ENVIRO.NS
EPWINDIA,NSE,,EPW India Limited,INE1KEC01023,NSE Emerge,EPWINDIA.NS
ESCONET,NSE,,Esconet Technologies Limited,INE0RQZ01017,NSE Emerge,ESCONET.NS
ESFL,NSE,,Essen Speciality Films Limited,INE0ITO01014,NSE Emerge,ESFL.NS
ESPRIT,NSE,,Esprit Stones Limited,INE0SBP01018,NSE Emerge,ESPRIT.NS
ETL,NSE,,Emkay Tools Limited,INE0PXC01024,NSE Emerge,ETL.NS
ETML,NSE,,Emerald Tyre Manufacturers Limited,INE0RHD01013,NSE Emerge,ETML.NS
EXCELLENT,NSE,,Excellent Wires and Packaging Limited,INE0Y4801011,NSE Emerge,EXCELLENT.NS
EXIMROUTES,NSE,,Exim Routes Limited,INE19I001020,NSE Emerge,EXIMROUTES.NS
FALCONTECH,NSE,,Falcon Technoprojects India Limited,INE0PQK01013,NSE Emerge,FALCONTECH.NS
FELIX,NSE,,Felix Industries Limited,INE901X01013,NSE Emerge,FELIX.NS
FIDEL,NSE,,Fidel Softech Limited,INE0LQQ01019,NSE Emerge,FIDEL.NS
FINBUD,NSE,,Finbud Financial Services Limited,INE0EDU01014,NSE Emerge,FINBUD.NS
FLYSBS,NSE,,FlySBS Aviation Limited,INE0VCK01011,NSE Emerge,FLYSBS.NS
FOCE,NSE,,Foce India Limited,INE0I7D01019,NSE Emerge,FOCE.NS
FONEBOX,NSE,,Fonebox Retail Limited,INE0Q4701019,NSE Emerge,FONEBOX.NS
FORCAS,NSE,,Forcas Studio Limited,INE0U2501017,NSE Emerge,FORCAS.NS
FORGEAUTO,NSE,,Forge Auto International Limited,INE0YKW01013,NSE Emerge,FORGEAUTO.NS
FRESHARA,NSE,,Freshara Agro Exports Limited,INE0SFW01015,NSE Emerge,FRESHARA.NS
FROG,NSE,,Frog Innovations Limited,INE385O01018,NSE Emerge,FROG.NS
FWSTC,NSE,,Flywings Simulator Training Centre Limited,INE0SQZ01015,NSE Emerge,FWSTC.NS
GAJANAND,NSE,,Gajanand International Limited,INE0QTE01018,NSE Emerge,GAJANAND.NS
GANESHIN,NSE,,Ganesh Infraworld Limited,INE0TVT01024,NSE Emerge,GANESHIN.NS
GANGABATH,NSE,,Ganga Bath Fittings Limited,INE0ZI101018,NSE Emerge,GANGABATH.NS
GCHOTELS,NSE,,Grand Continent Hotels Limited,INE12E301017,NSE Emerge,GCHOTELS.NS
GENXAI,NSE,,GenXAI Analytics Limited,INE1W0N01014,NSE Emerge,GENXAI.NS
GGBL,NSE,,Ganesh Green Bharat Limited,INE0R8C01018,NSE Emerge,GGBL.NS
GIRIRAJ,NSE,,Giriraj Civil Developers Limited,INE614Z01017,NSE Emerge,GIRIRAJ.NS
GJL,NSE,,Grover Jewells Limited,INE1TY801010,NSE Emerge,GJL.NS
GLOBALPET,NSE,,Global Pet Industries Limited,INE0PS501019,NSE Emerge,GLOBALPET.NS
GML,NSE,,Galaxy Medicare Limited,INE09A801015,NSE Emerge,GML.NS
GOLDKART,NSE,,Goldkart Jewels Limited,INE06MH01016,NSE Emerge,GOLDKART.NS
GOLDSTAR,NSE,,Goldstar Power Limited,INE405Y01021,NSE Emerge,GOLDSTAR.NS
GOYALSALT,NSE,,Goyal Salt Limited,INE0QFE01017,NSE Emerge,GOYALSALT.NS
GPECO,NSE,,GP Eco Solutions India Limited,INE0S7E01015,NSE Emerge,GPECO.NS
GRAPHISAD,NSE,,Graphisads Limited,INE0POU01017,NSE Emerge,GRAPHISAD.NS
GRCL,NSE,,Gayatri Rubbers And Chemicals Limited,INE0LVM01018,NSE Emerge,GRCL.NS
GREENCHEF,NSE,,Greenchef Appliances Limited,INE0O7P01015,NSE Emerge,GREENCHEF.NS
GREENLEAF,NSE,,Greenleaf Envirotech Limited,INE0PLX01017,NSE Emerge,GREENLEAF.NS
GRETEX,NSE,,Gretex Industries Limited,INE985P01012,NSE Emerge,GRETEX.NS
GSMFOILS,NSE,,GSM Foils Limited,INE0SQY01018,NSE Emerge,GSMFOILS.NS
GSTL,NSE,,Globesecure Technologies Limited,INE00WS01056,NSE Emerge,GSTL.NS
GURUNANAK,NSE,,Gurunanak Agriculture India Limited,INE1CCX01012,NSE Emerge,GURUNANAK.NS
HAPPY,NSE,,Happy Steels Limited,INE1GFG01011,NSE Emerge,HAPPY.NS
HIGREEN,NSE,,Hi-Green Carbon Limited,INE0PIC01017,NSE Emerge,HIGREEN.NS
HOACFOODS,NSE,,Hoac Foods India Limited,INE0S6S01017,NSE Emerge,HOACFOODS.NS
HOLMARC,NSE,,Holmarc Opto-Mechatronics Limited,INE0LXA01019,NSE Emerge,HOLMARC.NS
HOMESFY,NSE,,Homesfy Realty Limited,INE0N7F01017,NSE Emerge,HOMESFY.NS
HPTL,NSE,,HP Telecom India Limited,INE0VA601019,NSE Emerge,HPTL.NS
HRHNEXT,NSE,,HRH Next Services Limited,INE0R3501012,NSE Emerge,HRHNEXT.NS
HVAX,NSE,,HVAX Technologies Limited,INE0TO501019,NSE Emerge,HVAX.NS
IBLFL,NSE,,IBL Finance Limited,INE0O7401018,NSE Emerge,IBLFL.NS
ICELCO,NSE,,IC Electricals Company Limited,INE0XE501015,NSE Emerge,ICELCO.NS
IDEALTECHO,NSE,,Ideal Technoplast Industries Limited,INE0T9I01011,NSE Emerge,IDEALTECHO.NS
IDENTICAL,NSE,,Identical Brains Studios Limited,INE0TD101011,NSE Emerge,IDENTICAL.NS
IEML,NSE,,Indian Emulsifiers Limited,INE0RRU01016,NSE Emerge,IEML.NS
INDIFRA,NSE,,Indifra Limited,INE0PS301014,NSE Emerge,INDIFRA.NS
INFINIUM,NSE,,Infinium Pharmachem Limited,INE0MRE01011,NSE Emerge,INFINIUM.NS
INFLUX,NSE,,Influx Healthtech Limited,INE0MYZ01012,NSE Emerge,INFLUX.NS
INFOLLION,NSE,,Infollion Research Services Limited,INE0NNZ01013,NSE Emerge,INFOLLION.NS
INM,NSE,,Interiors & More Limited,INE0OPC01015,NSE Emerge,INM.NS
INNOMET,NSE,,Innomet Advanced Materials Limited,INE0S1D01010,NSE Emerge,INNOMET.NS
INSPIRE,NSE,,Inspire Films Limited,INE0NDX01019,NSE Emerge,INSPIRE.NS
INTEGRITY,NSE,,Integrity Infrabuild Developers Limited,INE0YSH01017,NSE Emerge,INTEGRITY.NS
INVICTA,NSE,,Invicta Diagnostic Limited,INE0XJ501010,NSE Emerge,INVICTA.NS
IPHL,NSE,,Indian Phosphate Limited,INE0DHF01018,NSE Emerge,IPHL.NS
IPSL,NSE,,Integrated Personnel Services Limited,INE02EE01019,NSE Emerge,IPSL.NS
ISHAN,NSE,,Ishan International Limited,INE0LCW01025,NSE Emerge,ISHAN.NS
ITALIANE,NSE,,Italian Edibles Limited,INE0R7R01018,NSE Emerge,ITALIANE.NS
ITTL,NSE,,Innovative Tyres & Tubes Limited,INE070Y01023,NSE Emerge,ITTL.NS
IWARE,NSE,,Iware Supplychain Services Limited,INE1AII01014,NSE Emerge,IWARE.NS
JAINAM,NSE,,Jainam Ferro Alloys (I) Limited,INE02KC01010,NSE Emerge,JAINAM.NS
JAINIK,NSE,,Jainik Power Cables Limited,INE0XIL01012,NSE Emerge,JAINIK.NS
JAKHARIA,NSE,,JAKHARIA FABRIC LIMITED,INE00N401018,NSE Emerge,JAKHARIA.NS
JALAN,NSE,,Jalan Transolutions (India) Limited,INE349X01015,NSE Emerge,JALAN.NS
JAYBEE,NSE,,Jay Bee Laminations Limited,INE0SMY01017,NSE Emerge,JAYBEE.NS
JAYESH,NSE,,Jayesh Logistics Limited,INE1AE401014,NSE Emerge,JAYESH.NS
JETKNIT,NSE,,Jet Knitwears Limited,INE564T01017,NSE Emerge,JETKNIT.NS
JEYYAM,NSE,,Jeyyam Global Foods Limited,INE0RXB01022,NSE Emerge,JEYYAM.NS
JFLLIFE,NSE,,Jfl Life Sciences Limited,INE0LA901015,NSE Emerge,JFLLIFE.NS
JIWANRAM,NSE,,Jiwanram Sheoduttrai Industries Limited,INE0N5H01017,NSE Emerge,JIWANRAM.NS
JYOTIGLOBL,NSE,,Jyoti Global Plast Limited,INE1M3T01017,NSE Emerge,JYOTIGLOBL.NS
K2INFRA,NSE,,K2 Infragen Limited,INE0DEZ01013,NSE Emerge,K2INFRA.NS
KALANA,NSE,,Kalana Ispat Limited,INE0T0L01014,NSE Emerge,KALANA.NS
KANDARP,NSE,,Kandarp Digi Smart BPO Limited,INE0MOT01016,NSE Emerge,KANDARP.NS
KARNIKA,NSE,,Karnika Industries Limited,INE0MGA01012,NSE Emerge,KARNIKA.NS
KATARIA,NSE,,Kataria Industries Limited,INE0SVY01018,NSE Emerge,KATARIA.NS
KAYTEX,NSE,,Kaytex Fabrics Limited,INE13ZD01013,NSE Emerge,KAYTEX.NS
KCEIL,NSE,,Kay Cee Energy & Infra Limited,INE0RCG01017,NSE Emerge,KCEIL.NS
KCK,NSE,,Kck Industries Limited,INE0J1E01027,NSE Emerge,KCK.NS
KDL,NSE,,Kore Digital Limited,INE0O4R01018,NSE Emerge,KDL.NS
KEN,NSE,,Ken Enterprises Limited,INE15DO01012,NSE Emerge,KEN.NS
KHFM,NSE,,Khfm Hospitality And Facility Management Services Limited,INE00UG01014,NSE Emerge,KHFM.NS
KKJEWELS,NSE,,Kabra Jewels Limited,INE0XOW01017,NSE Emerge,KKJEWELS.NS
KKVAPOW,NSE,,KKV Agro Powers Limited,INE239T01016,NSE Emerge,KKVAPOW.NS
KLL,NSE,,Kaushalya Logistics Limited,INE0Q2V01012,NSE Emerge,KLL.NS
KODYTECH,NSE,,Kody Technolab Limited,INE0Q7P01013,NSE Emerge,KODYTECH.NS
KONSTELEC,NSE,,Konstelec Engineers Limited,INE0QEI01011,NSE Emerge,KONSTELEC.NS
KONTOR,NSE,,Kontor Space Limited,INE0KZ301010,NSE Emerge,KONTOR.NS
KORE,NSE,,Jay Jalaram Technologies Limited,INE0J6801010,NSE Emerge,KORE.NS
KRISHCA,NSE,,Krishca Strapping Solutions Limited,INE0NR701018,NSE Emerge,KRISHCA.NS
KRMAYURVED,NSE,,KRM Ayurveda Limited,INE1MTV01019,NSE Emerge,KRMAYURVED.NS
LAKSHYA,NSE,,Lakshya Powertech Limited,INE0VZS01015,NSE Emerge,LAKSHYA.NS
LAMOSAIC,NSE,,Lamosaic India Limited,INE0R0201012,NSE Emerge,LAMOSAIC.NS
LLOYDS,NSE,,Lloyds Luxuries Limited,INE0DTQ01028,NSE Emerge,LLOYDS.NS
LRRPL,NSE,,Lead Reclaim And Rubber Products Limited,INE0H4B01011,NSE Emerge,LRRPL.NS
MACOBSTECH,NSE,,Macobs Technologies Limited,INE0R0J01010,NSE Emerge,MACOBSTECH.NS
MADHAVBAUG,NSE,,Vaidya Sane Ayurved Laboratories Limited,INE0JR301013,NSE Emerge,MADHAVBAUG.NS
MADHUSUDAN,NSE,,Madhusudan Masala Limited,INE0P6701019,NSE Emerge,MADHUSUDAN.NS
MAGSON,NSE,,Magson Retail And Distribution Limited,INE0O1S01012,NSE Emerge,MAGSON.NS
MAHICKRA,NSE,,Mahickra Chemicals Limited,INE961Y01015,NSE Emerge,MAHICKRA.NS
MAITREYA,NSE,,Maitreya Medicare Limited,INE0PLQ01011,NSE Emerge,MAITREYA.NS
MAKS,NSE,,Maks Energy Solutions India Limited,INE0CDK01019,NSE Emerge,MAKS.NS
MAL,NSE,,Mangalam Alloys Limited,INE00C401011,NSE Emerge,MAL.NS
MANAV,NSE,,Manav Infra Projects Limited,INE104Y01012,NSE Emerge,MANAV.NS
MANDEEP,NSE,,Mandeep Auto Industries Limited,INE0R3T01013,NSE Emerge,MANDEEP.NS
MANILAM,NSE,,Manilam Industries India Limited,INE1ERK01013,NSE Emerge,MANILAM.NS
MARC,NSE,,Marc Technocrats Limited,INE0TD401015,NSE Emerge,MARC.NS
MARCO,NSE,,Marco Cables & Conductors Limited,INE0QP001012,NSE Emerge,MARCO.NS
MARINETRAN,NSE,,Marinetrans India Limited,INE0P1P01017,NSE Emerge,MARINETRAN.NS
MARUSHIKA,NSE,,Marushika Technology Limited,INE0X7G01013,NSE Emerge,MARUSHIKA.NS
MASON,NSE,,Mason Infratech Limited,INE0SH001010,NSE Emerge,MASON.NS
MASTER,NSE,,Master Components Limited,INE0OJM01017,NSE Emerge,MASTER.NS
MAXPOSURE,NSE,,Maxposure Limited,INE0ECC01022,NSE Emerge,MAXPOSURE.NS
MAXVOLT,NSE,,Maxvolt Energy Industries Limited,INE10A501018,NSE Emerge,MAXVOLT.NS
MAYASHEEL,NSE,,Mayasheel Ventures Limited,INE0ZTO01018,NSE Emerge,MAYASHEEL.NS
MCON,NSE,,Mcon Rasayan India Limited,INE0O4M01019,NSE Emerge,MCON.NS
MDL,NSE,,Marvel Decor Limited,INE575Z01010,NSE Emerge,MDL.NS
MEDIORG,NSE,,Medicamen Organics Limited,INE0PE401018,NSE Emerge,MEDIORG.NS
MEDISTEP,NSE,,Medistep Healthcare Limited,INE0UOY01019,NSE Emerge,MEDISTEP.NS
